Folder,segment_id,speaker,speaker_segment_id,start_time,end_time,duration,video_file,audio_file,transcript,Emotion Audio (final),Text Emotion (final),Video Emotion (final),Final Overall (majority of modalities),Audio Clarity (final),Speaker Gender (any),Speaker Identity (any)
videoplayback (12),3,SPEAKER_00,2,73.20096875,83.41034375,10.209375,videos/SPEAKER_00/SPEAKER_00_segment_0002.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0002.wav,بيشتغل فيه لا هو سأل والناس هو كان مفهم أهل الشارع احنا سألنا الشارع يفهم أهل الشارع أنه شغال في المطار يعني كان أي حد يسأل هو شغال في المطار ,Anger,,Anger,Anger,Clear,Female,common 
videoplayback (12),4,SPEAKER_00,3,97.11284375,117.2784688,20.165625,videos/SPEAKER_00/SPEAKER_00_segment_0003.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0003.wav,مكنش بابايا  مكنش مقتدر إنه هو يجيبلي تلاجة فأنا قلت أنا أشتغل وكنت أشتغل وأنا في بيته وبنتي بحوش الفلوس عشان أجيب التلاجة كان بياخد الفلوس ويقول لي أنا ما أخدتش حاجة طيب وطيب طالما بياخد مخدرات خليفتي منه اتنين ليه؟ ما كنتش أعرف إنه هو بياخد أنا ما كانش عندي علم أنا كنت بطلع أشتغل مكنتش بشوفه,Sadness,Sadness,Sadness,Sadness,Clear,Female,common 
videoplayback (12),5,SPEAKER_00,4,123.7922188,133.3097188,9.5175,videos/SPEAKER_00/SPEAKER_00_segment_0004.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0004.wav,بعد ولادة بنتي التانية اه بعد الثانية اكتشفت ان في حاجة بتنقص في الشقة واكتشفت ان انا مثلا حد اداني فلوس عشان اجيب لبنتي العلاج لسه عاملة العملية,Sadness,Sadness,Anger,Sadness,Clear,Female,common 
videoplayback (12),6,SPEAKER_00,5,133.9678438,137.1572188,3.189375,videos/SPEAKER_00/SPEAKER_00_segment_0005.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0005.wav,بنتي يعني مغيرة حاجات في القلب,Sadness,Sadness,Sadness,Sadness,Clear,Female,common 
videoplayback (12),7,SPEAKER_00,6,142.9959688,149.0034688,6.0075,videos/SPEAKER_00/SPEAKER_00_segment_0006.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0006.wav,يبيعها أنا كنت داخلة بدبلة ومحبس وخاتم باعها لحد ما أنا خلاص بقى أنا,Sadness,,Anger,Sadness,Clear,Female,common 
videoplayback (121),0,SPEAKER_02,0,117.7340938,122.5265938,4.7925,videos/SPEAKER_02/SPEAKER_02_segment_0000.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0000.wav,هتقولي الصراحة الحالة هتكون حلوة مش هتلفوا الدوري,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),1,SPEAKER_02,1,124.9228438,129.0234688,4.100625,videos/SPEAKER_02/SPEAKER_02_segment_0001.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0001.wav,ما تزعلش مني لا لا فيش لف وضوء وراء مستعدة,Sadness,Sadness,Sadness,Sadness,Clear,Female,
videoplayback (121),10,SPEAKER_01,1,439.5234688,442.9659688,3.4425,videos/SPEAKER_01/SPEAKER_01_segment_0001.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0001.wav,الأمن الإداري بلّا وأنت كمان,Fear,Fear,Neutral,Fear,Clear,Female,
videoplayback (121),100,SPEAKER_00,0,1948.097844,1952.012844,3.915,videos/SPEAKER_00/SPEAKER_00_segment_0000.mp4,audios/SPEAKER_00/SPEAKER_00_segment_0000.wav,نجمة اللي شالت اسمك اللي عاملت نفسها بيهتف اللوكيشن,Anger,Anger,Anger,Anger,Clear,Male,شيخ الحاره
videoplayback (121),101,SPEAKER_02,71,1952.012844,1956.653469,4.640625,videos/SPEAKER_02/SPEAKER_02_segment_0071.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0071.wav,لسه الجرح موجود. يا نهار السود يا جماعة. هو فيه بني قادمين كده.,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),102,SPEAKER_02,72,2017.184094,2061.126594,43.9425,videos/SPEAKER_02/SPEAKER_02_segment_0072.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0072.wav,قوليلي آه أو لأ وأنا مش هخليكي تقولي آه طبعاً في قصة ويعني القصة الحقيقة كانت بالصدفة عرفتها قبل البلانتاين بكم يوم واللي حصل إنه أنا قاعدة بسكرول عادي كأي مواطنة مصرية عندها باقة في تليفونها لقيت المقولة دي الأديب العالمي أنا نسي اسمه دلوقتي ممكن في كنترولي بيقولنا اسمه ولقيت أنها مناسبة جداً للحدث فرحت منزليها وقلت للناس حبيبتي بلانتاين وده على فكرة جزء من قناعاتي الشخصية برضه إنه الرجل فعلاً اللي واثق في نفسه اللي حاسس إنه فعلاً رجل ما فيه الكفاية مش بس ذكر في البطاقة عمره ما يبقى بيدور على كذا علاقة في حياته بيكتفي بامرأة واحدة فقط,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),103,SPEAKER_02,73,2065.277844,2073.225969,7.948125,videos/SPEAKER_02/SPEAKER_02_segment_0073.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0073.wav,لا هو عمتاً إنت لو بصيتي حواليكي حتلاقي بلاوي كتيرة جداً بتهويني بتاع لنفسي لا أنا دايماً بعمل كده,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),104,SPEAKER_01,27,2075.605344,2079.975969,4.370625,videos/SPEAKER_01/SPEAKER_01_segment_0027.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0027.wav,حسب جرح عندك لسه الجرح موجود؟ فيه جرح أنا شايفة,Sadness,Sadness,Sadness,Sadness,Clear,Female,
videoplayback (121),105,SPEAKER_02,74,2079.975969,2084.937219,4.96125,videos/SPEAKER_02/SPEAKER_02_segment_0074.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0074.wav,هو فيه ظلم فيه احساس بالظلم بيقوله شوية ملازمني,Neutral,Sadness,Neutral,Neutral,Clear,Female,
videoplayback (121),106,SPEAKER_02,75,2088.059094,2094.269094,6.21,videos/SPEAKER_02/SPEAKER_02_segment_0075.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0075.wav,ظلمة بس؟ لا معاش ولا كان اليقارني ما تخلقش لكن حسب الظلم؟ طبعاً,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),107,SPEAKER_02,76,2096.580969,2111.970969,15.39,videos/SPEAKER_02/SPEAKER_02_segment_0076.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0076.wav,طبعاً حسب ظلم أنه أهلك كانوا ضدك؟ لا خلص أهلي عمرهم ما كانوا ضدي لا لما جيتي طلبتي الطلاق يا عيتن ما حدش من أهلك كان موافق ده طبيعي ما فيش أبداً حد حيوطك على خراب بيت بس مش معنى كده أنه هم ضدي آه بس كانوا معنا,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),108,SPEAKER_02,77,2114.198469,2129.250969,15.0525,videos/SPEAKER_02/SPEAKER_02_segment_0077.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0077.wav,طبعاً بالأخير أنا بنتهم عمرهم ما هيتخلوا عني بس هيبقوا بيقولوا تعالي على نفسك الولادك بيتك أنتوا الاتنين جمال أنتوا الاتنين حلوين أنتوا الاتنين بتحبوا بعض بس أنت حسب الظلم أنا حسب الظلم عموماً بقليل فقط,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),109,SPEAKER_01,28,2133.030969,2143.830969,10.8,videos/SPEAKER_01/SPEAKER_01_segment_0028.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0028.wav,عشان انت بتحب التمثيل دلوقتي الشغل اللي انت بتشتغليه بقى لي حاجة أخرى؟ عايزة تعملي ده؟ عايزة تعملي هدف تاني؟,Neutral,Neutral,Surprise,Neutral,Clear,Female,
videoplayback (121),11,SPEAKER_02,7,444.9403438,450.2053438,5.265,videos/SPEAKER_02/SPEAKER_02_segment_0007.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0007.wav,أسجوسي ده كلام موصل أنا ما تصلتش أنا ما تصلتش بالنجدة مش لازم كل حاجة بتتقال صحة على فكرة,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),110,SPEAKER_02,78,2144.978469,2153.483469,8.505,videos/SPEAKER_02/SPEAKER_02_segment_0078.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0078.wav,ليه هدف آخر عايزة لازم تجيبي دخل؟ بفترة من الفترات كنت عايشة بولادك لوحدك؟ آه طبعاً كنت محتاجة دخل؟,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),111,SPEAKER_02,79,2153.618469,2174.121594,20.503125,videos/SPEAKER_02/SPEAKER_02_segment_0079.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0079.wav,لا لا لا الحمد لله أنا دائماً بقول الحمد لله مدام معايا فلوس أكل وأشرب أنا بقولك شيء أنت بتشحتي أيوة أنا بقولك معايا مدام عندي فلوس أكل وأشرب وأصرف على أولادي كويسة أنا تمام طيب ما أنا بقولك بالضبط لا ممكن أحياناً أقبل أعمال مش راضية عنها بنسبة مثلاً 70%,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),112,SPEAKER_02,80,2174.880969,2193.527844,18.646875,videos/SPEAKER_02/SPEAKER_02_segment_0080.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0080.wav,بس دلوقتي لا ما بقتش بعمل كده دلوقتي تعلمت أقول لا ودي حقيقة نصيحة كانت وفاق بتقولها لي كتير زمان اتعلمي تقولي لا اللي بيقولوا لا أقوى اللي بيقولوا لا بينجحوا أكتر وبينجحوا أسرع أنا كنت دايماً بخاف أقول لا وكان عندي حاجة دايماً كده آمم العشم,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),113,SPEAKER_02,81,2194.692219,2210.385969,15.69375,videos/SPEAKER_02/SPEAKER_02_segment_0081.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0081.wav,دايماً لما كنت ألاقي حد متعشم فيا فيلم يقول لي والنبي اسمك حيفرق معايا في التوزيع أنا محتاجة جنبي أقوفي جنبي عشان خاطري كنت تلاقيني أروح ممكن ما أبقاش مقتنعة بالفيلم ولا عاجبني يا بنت يا عم عشان مات بس اللي مجرد آه مات بقى خدت عزايا بقى قلل ليه فبقيت أقول لأ,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),114,SPEAKER_02,82,2210.655969,2217.844719,7.18875,videos/SPEAKER_02/SPEAKER_02_segment_0082.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0082.wav,خلاص حرّب حد خزلك يا لهوي دعوة دا دا أنا تخزلت ولا غسلها بالكهرباء,Neutral,Fear,Neutral,Neutral,Clear,Female,
videoplayback (121),115,SPEAKER_02,83,2224.375344,2239.478469,15.103125,videos/SPEAKER_02/SPEAKER_02_segment_0083.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0083.wav,لا لا لا لا لا لا play ألا تصبح,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),116,SPEAKER_02,84,2269.566594,2278.729719,9.163125,videos/SPEAKER_02/SPEAKER_02_segment_0084.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0084.wav,قلت لسا من الشربة بعض قلت لها أقسم بالله لأمي اللي بيت ما تزيل العادة حلغي البند خلاص حرمت يا بوغي حرمت,Neutral,Fear,Neutral,Neutral,Clear,Female,
videoplayback (121),117,SPEAKER_02,85,2294.170344,2302.624719,8.454375,videos/SPEAKER_02/SPEAKER_02_segment_0085.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0085.wav,ده حقيقي؟ آه طبعاً وأكيد لما قلت الكلام ده كنت أقصد ناس بعينهم ناس أنا بسمع شتمتهم على بعض أول ما حد فيهم يقوم,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),118,SPEAKER_02,86,2304.194094,2322.689094,18.495,videos/SPEAKER_02/SPEAKER_02_segment_0086.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0086.wav,ودي حاجة أنا بستغربها جداً بوسط الفني ده أنا الناس اللي باعتبرهم أصحابي لأن كلمة أصحابنا بالنسبة لي دي كلمة كبيرة قوي ما قولهاش دلوقتي على أي حد زمان كنت أقول قفل أنا صاحبتي قفل أنا صاحبتي قفل أنا صاحبتي دلوقتي بقيت لازم أدقق كويس قوي أنا بقول على مين صاحبتي ومين بقول عليها آه دي زمانتي,Neutral,Surprise,Neutral,Neutral,Clear,Female,
videoplayback (121),119,SPEAKER_02,87,2324.730969,2332.780344,8.049375,videos/SPEAKER_02/SPEAKER_02_segment_0087.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0087.wav,فأنا من كتر ما كنت بقعد في جروبس نبقى قاعدين حبيب واصحاب وأحدان وبص وفجأة تقوم من هنا,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),12,SPEAKER_02,8,454.7784688,468.0084688,13.23,videos/SPEAKER_02/SPEAKER_02_segment_0008.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0008.wav,أنا ما اتصلتش بالنجدة نزل لها الخبر المكتوب في المصر اليوم أنا مالي أنا مالي من المصر اليوم بنزلوا أخبار كلها صحيحة بص يا عايفل لا هم مش بيستنتجوا بس الأخبار مش كلها صحيحة,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),120,SPEAKER_02,88,2333.961594,2354.616594,20.655,videos/SPEAKER_02/SPEAKER_02_segment_0088.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0088.wav,دمك سم دي عملت وعملت وعملت وعملت وفجأة بلاقي حاجات بتتحط ينهر إسود يا جماعة ففيه بني قادمين كده الوسط الفني بيحصل فيه يعني ده أكتر وسط بيحصل فيه كده بصي كل الأوساط بيحصل فيها كده وأكتر من كده مشكلتنا الوحيدة إن إحنا الوحيدين اللي تحت بقعة الدوق,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),121,SPEAKER_02,89,2356.185969,2372.909094,16.723125,videos/SPEAKER_02/SPEAKER_02_segment_0089.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0089.wav,حصل معيك؟ لا كتير أنا أكتر وحدة أسفنت في تاريخ الوسط الفني كله تقريباً بسبب إيه يعني؟ في ناس بتكره النكحين وبتخاف منهم وبتكره الشطار وأنا واحدة من الشطار للأسف,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),122,SPEAKER_02,90,2399.520969,2442.231594,42.710625,videos/SPEAKER_02/SPEAKER_02_segment_0090.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0090.wav,"إيه هايتن ده؟ في إيه بسمة ملكة في يده؟ إيه القلبة دي؟ إيه هايتن ده؟ في إيه ستي مالك؟ إيه الجرأة دي؟ وإيه التعدد ومقدنتي؟ ما فيش برقع الحياة مش موجودة عندي طب بعمل دور شخصية مادية ووحشة طب إيه المشكلة؟ يعني عايزين أنك من كلنا ملائكة؟ ليه دايماً أدوارك الزوجة التانية؟ أنت معقدة؟ لا أنا مش معقدة أبداً، ليه؟ طب توافق تكوني زوجة تانية؟ على حسب أيوة؟ على حسب إزاي؟ شوية عايزة الصراحة؟ آه طيب أنت هتيلي حد دلوقتي راجل محترم يقدر يقول لمراته أنا هتجوز عليكي زوجة تانية ولو مراته وافقت أنا هواي",Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),123,SPEAKER_02,91,2443.395969,2467.797219,24.40125,videos/SPEAKER_02/SPEAKER_02_segment_0091.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0091.wav,وتوافقت بزوجة تانية مدام حيقول لها يا ستي وقال لها مش يعني آيتن عامر تقبل أن تكون زوجة تانية آه لو هيقدر يقول لمراته أنه حيتجوز عليها آه ممكن أبقى زوجة تانية بس هو في راجل ما عندك أيش مشكلة في راجل يعني يبقى راجل مقسوم على اثنين معاكي نص راجل في راجل هيقدر يقول لمراته أنه حيتجوز عليها آيتن عامر ومراته حتوافق,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),124,SPEAKER_02,92,2513.781594,2518.034094,4.2525,videos/SPEAKER_02/SPEAKER_02_segment_0092.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0092.wav,ما نتفرج شبقى على مسلسلات خالص بقى لو كده,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),125,SPEAKER_02,93,2519.147844,2529.492219,10.344375,videos/SPEAKER_02/SPEAKER_02_segment_0093.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0093.wav,دور جريء ما شفتكش فيه قبل كده ليه لا عملت أدوار زيه كتير معالي بابا كنت طالعة رقاصة بشارع الهرب كنت طالعة رقاصة بس مش في رمضان في الزكاة الرابعة,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),126,SPEAKER_02,94,2530.656594,2556.728469,26.071875,videos/SPEAKER_02/SPEAKER_02_segment_0094.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0094.wav,يعني بابا ده كان فيلم مش مسلسل الزهر أحبه طب أنا هقولك بصراحة أنت مش شايف المسلسل ده جريء قوي؟ بصي وأنت قبل كده رفضت عمل لنفس المؤلفة بتاعة المسلسل ده لأنها أعمالها كلها جريئة وصادمة؟ بصي ومش شايف أنه دورك جريء وصادم؟ هقولك على حاجة هيبا مشاريح حميدة من الكتاب اللي أنا بحب أتفرج على حاجاتهم جدا,Neutral,Amiguous,Neutral,Neutral,Clear,Female,
